Recorder,Serial numb,Site (text),Site Depth(m),Surface-Bottom,Log Depth(m),Latitude,Longitude,Year,Month,Day,Date ,Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec),
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,12:00:00 PM,10.81,12.18,14.85,1464.63,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,12:30:00 PM,10.84,12.19,14.87,1464.76,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,1:00:00 PM,10.9,12.19,14.89,1465,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,1:30:00 PM,10.97,12.2,14.93,1465.26,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,2:00:00 PM,11.07,12.19,14.96,1465.62,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,2:30:00 PM,11.16,12.2,15,1465.98,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,3:00:00 PM,11.26,12.19,15.03,1466.34,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,3:30:00 PM,11.32,12.19,15.05,1466.58,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,4:00:00 PM,11.39,12.2,15.08,1466.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,4:30:00 PM,11.45,12.2,15.11,1467.07,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,5:00:00 PM,11.52,12.2,15.14,1467.31,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,5:30:00 PM,11.58,12.2,15.16,1467.54,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,6:00:00 PM,11.65,12.25,15.24,1467.84,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,6:30:00 PM,11.65,12.26,15.25,1467.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,7:00:00 PM,11.68,12.25,15.26,1467.96,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,7:30:00 PM,11.68,12.25,15.26,1467.96,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,8:00:00 PM,11.68,12.25,15.26,1467.96,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,8:30:00 PM,11.68,12.25,15.26,1467.96,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,9:00:00 PM,11.71,12.25,15.27,1468.08,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,9:30:00 PM,11.74,12.25,15.28,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,10:00:00 PM,11.77,12.26,15.3,1468.32,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,10:30:00 PM,11.81,12.26,15.31,1468.44,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,11:00:00 PM,11.84,12.26,15.33,1468.56,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,18,2022-06-18,11:30:00 PM,11.84,12.27,15.33,1468.56,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,12:00:00 AM,11.81,12.27,15.32,1468.45,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,12:30:00 AM,11.74,12.26,15.29,1468.21,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,1:00:00 AM,11.65,12.28,15.27,1467.87,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,1:30:00 AM,11.61,12.26,15.24,1467.73,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,2:00:00 AM,11.55,12.26,15.22,1467.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,2:30:00 AM,11.52,12.27,15.21,1467.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,3:00:00 AM,11.52,12.26,15.21,1467.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,3:30:00 AM,11.52,12.27,15.21,1467.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,4:00:00 AM,11.52,12.27,15.21,1467.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,4:30:00 AM,11.55,12.25,15.21,1467.48,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,5:00:00 AM,11.52,12.26,15.2,1467.37,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,5:30:00 AM,11.52,12.25,15.19,1467.37,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,6:00:00 AM,11.52,12.26,15.21,1467.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,6:30:00 AM,11.52,12.27,15.21,1467.38,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,7:00:00 AM,11.55,12.26,15.21,1467.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,7:30:00 AM,11.55,12.26,15.22,1467.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,8:00:00 AM,11.55,12.26,15.22,1467.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,8:30:00 AM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,9:00:00 AM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,9:30:00 AM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,10:00:00 AM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,10:30:00 AM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,11:00:00 AM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,11:30:00 AM,11.55,12.26,15.22,1467.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,12:00:00 PM,11.55,12.26,15.21,1467.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,12:30:00 PM,11.55,12.26,15.22,1467.5,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,1:00:00 PM,11.55,12.26,15.21,1467.49,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,1:30:00 PM,11.58,12.25,15.22,1467.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,2:00:00 PM,11.58,12.26,15.22,1467.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,2:30:00 PM,11.58,12.27,15.23,1467.62,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,3:00:00 PM,11.61,12.25,15.23,1467.72,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,3:30:00 PM,11.61,12.25,15.23,1467.73,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,4:00:00 PM,11.61,12.25,15.23,1467.73,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,4:30:00 PM,11.65,12.26,15.25,1467.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,5:00:00 PM,11.71,12.25,15.27,1468.08,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,5:30:00 PM,11.74,12.25,15.28,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,6:00:00 PM,11.81,12.26,15.31,1468.44,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,6:30:00 PM,11.9,12.25,15.34,1468.78,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,7:00:00 PM,11.97,12.26,15.37,1469.02,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,7:30:00 PM,12.06,12.27,15.42,1469.39,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,8:00:00 PM,12.13,12.27,15.44,1469.62,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,8:30:00 PM,12.19,12.26,15.45,1469.83,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,9:00:00 PM,12.22,12.27,15.48,1469.96,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,9:30:00 PM,12.25,12.27,15.49,1470.08,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,10:00:00 PM,12.28,12.27,15.51,1470.2,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,10:30:00 PM,12.35,12.25,15.51,1470.41,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,11:00:00 PM,12.32,12.25,15.49,1470.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,19,2022-06-19,11:30:00 PM,12.32,12.25,15.49,1470.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,12:00:00 AM,12.19,12.26,15.45,1469.83,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,12:30:00 AM,12.13,12.26,15.43,1469.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,1:00:00 AM,12.06,12.25,15.4,1469.37,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,1:30:00 AM,12.03,12.25,15.38,1469.24,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,2:00:00 AM,12,12.25,15.38,1469.13,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,2:30:00 AM,11.97,12.25,15.37,1469.02,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,3:00:00 AM,11.9,12.26,15.35,1468.79,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,3:30:00 AM,11.9,12.25,15.34,1468.78,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,4:00:00 AM,11.87,12.23,15.31,1468.64,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,4:30:00 AM,11.74,12.25,15.27,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,5:00:00 AM,11.71,12.25,15.26,1468.07,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,5:30:00 AM,11.74,12.25,15.27,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,6:00:00 AM,11.77,12.24,15.28,1468.3,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,6:30:00 AM,11.9,12.22,15.3,1468.74,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,7:00:00 AM,12,12.24,15.37,1469.12,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,7:30:00 AM,12.06,12.26,15.41,1469.37,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,8:00:00 AM,12,12.26,15.38,1469.14,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,8:30:00 AM,11.9,12.25,15.34,1468.78,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,9:00:00 AM,11.84,12.25,15.31,1468.55,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,9:30:00 AM,11.84,12.24,15.3,1468.53,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,10:00:00 AM,11.81,12.25,15.3,1468.42,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,10:30:00 AM,11.77,12.25,15.29,1468.31,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,11:00:00 AM,11.74,12.25,15.27,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,11:30:00 AM,11.74,12.24,15.27,1468.18,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,12:00:00 PM,11.74,12.25,15.27,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,12:30:00 PM,11.77,12.24,15.28,1468.3,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,1:00:00 PM,11.74,12.25,15.27,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,1:30:00 PM,11.74,12.24,15.27,1468.18,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,2:00:00 PM,11.77,12.24,15.27,1468.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,2:30:00 PM,11.77,12.24,15.27,1468.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,3:00:00 PM,11.81,12.25,15.3,1468.42,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,3:30:00 PM,11.77,12.26,15.3,1468.32,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,4:00:00 PM,11.74,12.25,15.27,1468.19,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,4:30:00 PM,11.74,12.24,15.26,1468.18,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,5:00:00 PM,11.65,12.25,15.24,1467.84,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,5:30:00 PM,11.58,12.24,15.21,1467.59,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,6:00:00 PM,11.58,12.25,15.22,1467.6,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,6:30:00 PM,11.36,12.23,15.11,1466.75,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,7:00:00 PM,10.48,12.24,14.8,1463.47,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,7:30:00 PM,9.99,12.22,14.59,1461.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,8:00:00 PM,9.96,12.22,14.58,1461.44,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,8:30:00 PM,10.05,12.22,14.61,1461.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,9:00:00 PM,10.19,12.23,14.67,1462.33,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,9:30:00 PM,10.32,12.23,14.72,1462.83,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,10:00:00 PM,10.42,12.22,14.75,1463.2,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,10:30:00 PM,10.42,12.23,14.76,1463.21,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,11:00:00 PM,10.22,12.22,14.67,1462.45,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,20,2022-06-20,11:30:00 PM,9.96,12.22,14.58,1461.44,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,12:00:00 AM,9.69,12.21,14.47,1460.41,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,12:30:00 AM,9.66,12.22,14.46,1460.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,1:00:00 AM,9.72,12.22,14.48,1460.55,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,1:30:00 AM,9.69,12.22,14.47,1460.42,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,2:00:00 AM,9.29,12.21,14.32,1458.87,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,2:30:00 AM,8.86,12.22,14.17,1457.17,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,3:00:00 AM,8.59,12.21,14.06,1456.09,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,3:30:00 AM,8.45,12.2,14,1455.54,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,4:00:00 AM,8.69,12.2,14.08,1456.48,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,4:30:00 AM,9.16,12.2,14.26,1458.33,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,5:00:00 AM,9.49,12.21,14.39,1459.64,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,5:30:00 AM,9.36,12.22,14.35,1459.13,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,6:00:00 AM,9.26,12.21,14.3,1458.73,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,6:30:00 AM,9.16,12.21,14.27,1458.34,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,7:00:00 AM,9.06,12.21,14.23,1457.95,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,7:30:00 AM,9.26,12.21,14.31,1458.74,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,8:00:00 AM,9.66,12.21,14.45,1460.28,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,8:30:00 AM,9.99,12.22,14.59,1461.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,9:00:00 AM,10.22,12.23,14.68,1462.46,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,9:30:00 AM,9.86,12.22,14.54,1461.06,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,10:00:00 AM,9.33,12.21,14.33,1458.99,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,10:30:00 AM,9.03,12.2,14.21,1457.81,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,11:00:00 AM,9.03,12.21,14.22,1457.82,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,11:30:00 AM,9.26,12.21,14.3,1458.73,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,12:00:00 PM,9.56,12.21,14.41,1459.9,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,12:30:00 PM,9.86,12.21,14.53,1461.06,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,1:00:00 PM,10.09,12.22,14.62,1461.95,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,1:30:00 PM,10.25,12.22,14.68,1462.57,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,2:00:00 PM,10.35,12.22,14.72,1462.95,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,2:30:00 PM,10.05,12.23,14.63,1461.84,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,3:00:00 PM,9.56,12.22,14.43,1459.91,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,3:30:00 PM,9.19,12.21,14.28,1458.47,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,4:00:00 PM,8.89,12.21,14.17,1457.29,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,4:30:00 PM,8.76,12.19,14.1,1456.74,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,5:00:00 PM,8.69,12.2,14.08,1456.48,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,5:30:00 PM,8.72,12.19,14.09,1456.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,6:00:00 PM,8.72,12.19,14.09,1456.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,6:30:00 PM,8.72,12.19,14.09,1456.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,7:00:00 PM,8.66,12.2,14.07,1456.35,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,7:30:00 PM,8.62,12.19,14.05,1456.2,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,8:00:00 PM,8.55,12.2,14.04,1455.95,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,8:30:00 PM,8.45,12.2,14,1455.54,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,9:00:00 PM,8.22,12.19,13.9,1454.58,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,9:30:00 PM,7.91,12.18,13.78,1453.34,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,10:00:00 PM,7.7,12.2,13.72,1452.53,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,10:30:00 PM,7.67,12.18,13.7,1452.37,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,11:00:00 PM,7.7,12.18,13.71,1452.51,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,21,2022-06-21,11:30:00 PM,7.77,12.17,13.72,1452.77,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,12:00:00 AM,7.84,12.16,13.73,1453.03,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,12:30:00 AM,7.87,12.14,13.73,1453.15,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,1:00:00 AM,7.94,12.17,13.79,1453.47,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,1:30:00 AM,7.98,12.18,13.81,1453.61,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,2:00:00 AM,8.04,12.17,13.82,1453.88,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,2:30:00 AM,8.04,12.18,13.83,1453.89,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,3:00:00 AM,8.08,12.17,13.83,1454.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,3:30:00 AM,8.08,12.17,13.83,1454.01,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,4:00:00 AM,8.04,12.16,13.81,1453.86,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,4:30:00 AM,8.04,12.19,13.84,1453.9,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,5:00:00 AM,8.18,12.18,13.88,1454.43,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,5:30:00 AM,8.28,12.19,13.92,1454.85,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,6:00:00 AM,8.42,12.19,13.97,1455.39,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,6:30:00 AM,8.52,12.19,14.02,1455.8,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,7:00:00 AM,8.42,12.19,13.97,1455.39,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,7:30:00 AM,8.25,12.19,13.91,1454.72,
DST CT,S11243,"Mabou, NS",13,B,12,46.09141,61.49111,2022,6,22,2022-06-22,8:00:00 AM,8.11,12.18,13.85,1454.16,
